nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan
UD. Khayla Wacana,Pendidikan,92.0,68.0,511984.0,23072002.0,Lazada,182.99999999999994,Belum Terdaftar,2017.0,22560018.0,480000000.0,183.0
UD. Eka Arsana Elok,Pendidikan,83.0,28.0,5633075.0,32342108.0,Bukalapak,824.8,Terdaftar,2008.0,26709033.0,333000000.0,804.0
UD. Jasmine Sentosa,Pendidikan,19.0,58.0,8553047.0,6640963.0,Bukalapak,840.0,Terdaftar,2013.0,-1912084.0,231000000.0,840.0
UD. Evan Madani,Perdagangan,81.0,30.0,2681750.0,17569994.0,Tokopedia,397.0,Belum Terdaftar,2007.0,14888244.0,333000000.0,397.0
UD. Zidan Ratu,Jasa,11.0,25.0,1184095.0,43361422.0,Tidak Ada,835.0,Terdaftar,2000.0,42177327.0,108000000.0,835.0
UD. Ghani Sukarela,Kesehatan,56.0,62.0,2279356.0,46091406.0,Bukalapak,280.0,Belum Terdaftar,2016.0,43812050.0,354000000.0,280.0
UD. Wito Luhur Candra,Kesehatan,80.0,57.0,6475471.0,27397369.0,Bukalapak,861.0,Belum Terdaftar,2010.0,20921898.0,411000000.0,861.0
UD. Hendra Paseban,Jasa,67.0,84.0,6987929.0,30708959.0,Website Sendiri,835.0,Belum Terdaftar,2003.0,23721030.0,453000000.0,835.0
UD. Jafar Cahyaningrat,Perdagangan,18.000000000000004,97.0,8031144.0,46103772.0,Website Sendiri,956.0,Terdaftar,2007.0,38072628.0,345000000.0,956.0
UD. Juni Ratu,Perdagangan,86.0,48.0,9874279.0,40827568.0,Tokopedia,244.0,Belum Terdaftar,2023.0,30953289.0,402000000.0,244.0
UD. Lina Sulaksana,Kesehatan,26.0,64.0,5150352.0,43448682.0,Shopee,581.0,Belum Terdaftar,2022.0,38298330.0,270000000.0,581.0
UD. Yusuf Reswara,Jasa,52.0,58.0,1179950.0,30257957.0,Website Sendiri,718.0,Belum Terdaftar,2013.0,29078007.0,330000000.0,718.0
UD. Dani Bijaksana,Pendidikan,41.0,61.0,7171841.0,49241190.0,Shopee,753.0,Belum Terdaftar,2006.0,42069349.0,306000000.0,753.0
UD. Satria Kayastha Anisa,Kesehatan,44.0,67.0,1625285.0,20466122.0,Tokopedia,393.0,Terdaftar,2010.0,18840837.0,333000000.0,393.0
UD. Jodi Binasena,Kesehatan,77.0,46.0,3839566.0,33418655.0,Lazada,601.0,Belum Terdaftar,2018.0,29579089.0,369000000.0,601.0
UD. Anisa Jayaningrat Elyas,Kesehatan,67.0,21.0,6442540.0,26175194.0,Tokopedia,939.0,Belum Terdaftar,2001.0,19732654.0,264000000.0,939.0
UD. Marsel Dharma,Kesehatan,67.0,84.4,3262739.0,45364055.0,Lazada,632.0,Terdaftar,2003.0,42101316.0,438000000.0,632.0
UD. Qomar Malam Qila,Jasa,23.0,63.0,1328717.0,26446180.0,Website Sendiri,471.0,Belum Terdaftar,2011.0,25117463.0,258000000.0,471.0
UD. Qanitah Suryaputra,Jasa,86.0,45.0,2518083.0,29386079.0,Bukalapak,356.0,Belum Terdaftar,2019.0,26867996.0,393000000.0,356.0
UD. Livia Damai,Perdagangan,35.0,58.0,9549526.0,43781236.0,Tokopedia,203.0,Terdaftar,2022.0,34231710.0,279000000.0,203.0
UD. Damaris Madya,Perdagangan,74.0,31.0,9916214.0,11421376.0,Shopee,258.0,Terdaftar,2016.0,1505162.0,315000000.0,258.0
UD. Pandu Pancasila,Kesehatan,96.0,97.0,3513699.0,39758508.0,Shopee,166.0,Belum Terdaftar,2010.0,36244809.0,579000000.0,166.0
UD. Weni Maheswara,Jasa,4.0,84.0,4763851.0,7261431.0,Lazada,526.0,Terdaftar,2018.0,2497580.0,264000000.0,526.0
UD. Hendra Abdi,Perdagangan,26.0,90.0,9007524.0,35461393.0,Shopee,101.0,Belum Terdaftar,2024.0,26453869.0,348000000.0,101.0
UD. Ziva Jayeng,Jasa,36.0,36.0,1163965.0,14424284.0,Website Sendiri,523.0,Belum Terdaftar,2017.0,13260319.0,216000000.0,523.0
UD. Viona Ceria Chintya,Kesehatan,26.0,66.0,3378568.0,28859128.0,Tidak Ada,747.0,Terdaftar,2019.0,25480560.0,276000000.0,747.0
UD. Joko Pelangi,Pendidikan,94.0,51.0,6686223.0,6782110.0,Bukalapak,780.0,Terdaftar,2017.0,95887.0,435000000.0,780.0
UD. Niken Bahari,Perdagangan,75.0,42.0,5046279.0,43845130.0,Tokopedia,562.0,Belum Terdaftar,2022.0,38798851.0,351000000.0,562.0
UD. Deni Praja,Jasa,46.0,33.0,3538737.0,47179925.0,Lazada,159.0,Terdaftar,2000.0,43641188.0,237000000.0,159.0
UD. Gani Satya,Pendidikan,63.0,60.0,8282205.0,25699404.0,Website Sendiri,71.0,Terdaftar,2020.0,17417199.0,369000000.0,71.0
UD. Khayla Kusumatmaja Laras,Kesehatan,5.0,70.0,3073927.0,32534845.0,Lazada,890.0,Terdaftar,2012.0,29460918.0,225000000.0,890.0
UD. Oki Bangun,Pendidikan,75.0,92.0,6101391.0,4985739.0,Website Sendiri,313.0,Belum Terdaftar,2024.0,-1115652.0,501000000.0,313.0
UD. Hanaura Sarwono,Pendidikan,55.0,66.0,7066925.0,31852712.0,Lazada,995.0,Terdaftar,2008.0,24785787.0,363000000.0,995.0
UD. Dito Jaladara,Jasa,13.0,44.0,3172232.0,20206787.0,Lazada,892.0,Belum Terdaftar,2019.0,17034555.0,171000000.0,892.0
UD. Yayan Senja,Kesehatan,21.0,40.0,2608915.0,46659645.0,Bukalapak,398.0,Belum Terdaftar,2002.0,44050730.0,183000000.0,398.0
UD. Jaya Utama,Kesehatan,54.0,51.0,8284230.0,36935875.0,Lazada,141.0,Belum Terdaftar,2014.0,28651645.0,315000000.0,141.0
UD. Abel Bima,Perdagangan,74.0,65.0,1646083.9999999995,47373173.0,Website Sendiri,494.0,Belum Terdaftar,2003.0,45727089.0,417000000.0,494.0
UD. Jojo Merdeka,Jasa,51.0,11.0,1038513.0,48864896.0,Lazada,810.0,Terdaftar,2010.0,47826383.0,186000000.0,810.0
UD. Irma Sudarsana,Pendidikan,55.0,14.0,1360562.0,33513724.0,Shopee,90.0,Terdaftar,2003.0,32153162.0,207000000.0,90.0
UD. Vera Manik,Kesehatan,76.0,15.0,3221767.0,22651870.0,Bukalapak,59.0,Terdaftar,2009.0,19430103.0,273000000.0,59.00000000000006
UD. Marwan Baskara,Jasa,5.0,2.0,3393801.0,18353712.0,Website Sendiri,124.0,Belum Terdaftar,2010.0,14959911.0,21000000.0,124.0
UD. Tari Wangi,Pendidikan,19.0,26.0,4297098.0,39636969.0,Tokopedia,785.0,Terdaftar,2006.0,35995238.2,135000000.0,785.0
UD. Elva Bintang,Perdagangan,53.0,22.0,5072162.0,17646577.0,Lazada,441.0,Belum Terdaftar,2016.0,12574415.0,225000000.0,441.0
UD. Qila Kamajaya,Jasa,1.0,63.0,3141655.0,11382614.0,Website Sendiri,406.0,Belum Terdaftar,2023.0,8240959.0,192000000.0,406.0
UD. Zera Prima,Perdagangan,74.0,32.0,4611286.0,6534669.0,Shopee,291.0,Belum Terdaftar,2015.0,1923383.0,318000000.0,291.0
UD. Rosa Widhi,Perdagangan,71.0,47.0,6480486.0,27835152.0,Lazada,444.0,Terdaftar,2021.0,21354666.0,354000000.0,444.0
UD. Icha Resmi,Perdagangan,29.0,90.0,1592340.0,8554875.0,Shopee,300.0,Terdaftar,2001.0,7081207.000000002,357000000.0,300.0
UD. Nibras Mahkota,Perdagangan,90.0,87.0,7655251.0,21047263.0,Lazada,696.0,Terdaftar,2015.0,13392012.0,531000000.0,696.0
UD. Yumna Putra,Perdagangan,53.0,54.0,5321566.0,46808055.0,Lazada,245.0,Belum Terdaftar,2013.0,41486489.0,321000000.0,245.0
UD. Hasna Prana,Perdagangan,3.0,26.0,6207765.0,28639863.0,Tokopedia,248.0,Terdaftar,2022.0,22432098.0,87000000.0,248.0
UD. Clarissa Ranggalawe,Jasa,70.0,46.0,3173471.0,17006243.0,Tokopedia,969.0,Terdaftar,2024.0,13832772.0,348000000.0,969.0
UD. Clarissa Nirwasita,Kesehatan,46.0,30.0,643354.0,45695841.0,Shopee,626.0,Terdaftar,2022.0,45052487.0,228000000.0,626.0
UD. Yusuf Kencana,Jasa,87.0,78.0,1758871.0,42303534.0,Bukalapak,292.0,Terdaftar,2018.0,40544663.0,495000000.0,292.0
UD. Utha Tengah,Perusahaan,95.0,34.0,1278245.0,7627045.0,Lazada,790.8,Terdaftar,2000.0,6348800.0,387000000.0,823.0
UD. Nadia Sangkala,Perusahaan,18.000000000000004,35.0,3395561.0,26704104.0,Tokopedia,299.0,Terdaftar,2009.0,23308543.0,159000000.0,299.0
UD. Fanny Pramudita,Kesehatan,41.0,23.0,2040735.0,5411388.0,Bukalapak,712.0,Terdaftar,2003.0,4677449.999999998,192000000.0,712.0
UD. Anisa Jaladara,Kesehatan,98.0,16.0,2186649.0,16997737.0,Shopee,769.0,Terdaftar,2007.0,14811088.0,342000000.0,769.0
UD. Reza Wiyata,Jasa,41.0,44.0,3791307.0,9536897.0,Website Sendiri,505.0,Belum Terdaftar,2003.0,5745590.000000002,255000000.0,505.0
UD. Zidan Nawasena,Perdagangan,50.0,97.0,4155075.0,20788285.0,Tokopedia,103.0,Terdaftar,2009.0,16633210.0,441000000.0,103.0
UD. Dito Sunardi,Perdagangan,2.0,61.0,591455.0,38102757.0,Lazada,740.0,Belum Terdaftar,2021.0,37511302.0,189000000.0,740.0
UD. Hesti Baskara,Perdagangan,81.0,0.0,6245910.0,34649011.0,Tokopedia,948.0,Belum Terdaftar,2016.0,28403101.0,260400000.0,948.0
UD. Yumna Manunggal,Pendidikan,36.0,18.999999999999996,7828687.0,2234955.0,Lazada,994.0,Belum Terdaftar,2012.0,-5593732.0,165000000.0,994.0
UD. Pandu Kusumah,Kesehatan,21.0,69.0,753548.0,11150874.999999998,Tokopedia,232.40000000000003,Belum Terdaftar,2015.0,10397327.0,270000000.0,230.0
UD. Kanza Galuh,Jasa,32.0,68.0,6313440.0,22992887.0,Shopee,128.0,Belum Terdaftar,2013.0,16679447.0,300000000.0,128.0
UD. Halim Sulaksana,Jasa,97.0,63.0,4319392.0,26570695.0,Shopee,161.0,Belum Terdaftar,2005.0,22251303.0,480000000.0,161.0
UD. Marsel Prawira,Perdagangan,48.0,92.0,5972687.0,36413908.0,Shopee,26.0,Terdaftar,2000.0,30441221.0,420000000.0,26.0
UD. Verdi Wisnu Verdi,Perdagangan,86.0,69.0,7913588.0,18407398.0,Shopee,261.0,Belum Terdaftar,2016.0,10493810.0,460800000.0,261.0
UD. Fanny Pusaka,Pendidikan,53.0,49.0,6250010.0,9526767.0,Shopee,821.0,Belum Terdaftar,2010.0,3276757.0,306000000.0,821.0
UD. Kinan Saputra,Kesehatan,61.0,52.0,4011745.0,4255953.0,Lazada,715.0,Terdaftar,2018.0,2979391.799999997,339000000.0,715.0
UD. Ojan Darma,Jasa,34.0,96.0,1986593.0,40509615.0,Lazada,838.0,Terdaftar,2003.0,38523022.0,390000000.0,838.0
UD. Cahya Jaya,Kesehatan,28.0,37.0,2194528.0,21144702.0,Website Sendiri,433.0,Terdaftar,2001.0,18950174.0,195000000.0,433.0
UD. Qiana Satria,Jasa,65.0,51.0,515344.0,18641170.0,Shopee,217.0,Terdaftar,2005.0,18125826.0,348000000.0,217.0
UD. Tono Galuh,Jasa,49.0,92.0,3189704.0,40967177.0,Bukalapak,268.0,Belum Terdaftar,2014.0,37777473.0,423000000.0,268.0
UD. Rangga Trisaktiatma,Perdagangan,13.0,60.0,2090113.0,1816008.0,Lazada,288.0,Terdaftar,2004.0,-274105.0,219000000.0,288.0
UD. Nadia Cerah,Jasa,47.0,73.0,4475670.0,49940886.0,Lazada,656.0,Terdaftar,2007.0,45465216.0,360000000.0,656.0
UD. Yola Sudarsana,Pendidikan,43.0,95.0,2672070.0,38864477.0,Website Sendiri,353.0,Belum Terdaftar,2010.0,36192407.0,414000000.0,353.0
UD. Tono Nusa Lono,Kesehatan,71.0,24.0,9029354.0,11045494.000000002,Lazada,961.0,Terdaftar,2017.0,2016140.0,285000000.0,961.0
UD. Fatimah Panji Fikri,Perdagangan,0.0,91.0,7146375.0,44195868.0,Tokopedia,465.0,Terdaftar,2006.0,37049493.0,273000000.0,465.0
UD. Rangga Citra,Pendidikan,27.0,28.0,8041424.0,29106949.0,Lazada,711.0,Terdaftar,2019.0,21065525.0,165000000.0,711.0
UD. Fatimah Kelana Sani,Pendidikan,2.0,34.0,6312195.0,18503537.0,Tokopedia,478.0,Terdaftar,2015.0,12191342.0,108000000.0,478.0
UD. Nara Ilir,Jasa,70.0,46.0,6941103.0,42738172.0,Website Sendiri,474.0,Terdaftar,2014.0,35797069.0,348000000.0,474.0
UD. Alma Ranggalawe,Jasa,97.0,56.0,7066370.0,39247842.0,Tokopedia,258.0,Terdaftar,2003.0,32181472.0,459000000.0,258.0
UD. Yoga Satria,Jasa,47.0,31.0,5506458.0,46079949.0,Bukalapak,420.0,Belum Terdaftar,2003.0,40573491.0,234000000.0,420.0
UD. Monica Wisnu,Pendidikan,31.0,45.0,5994899.0,28355332.0,Lazada,391.0,Belum Terdaftar,2003.0,22360433.0,228000000.0,391.0
UD. Icha Lintang,Perdagangan,8.0,35.0,5691701.0,43767661.0,Bukalapak,308.0,Belum Terdaftar,2001.0,38075960.0,129000000.0,308.0
UD. Koko Wibawa,Perusahaan,98.0,70.0,2025781.1999999997,41268753.0,Shopee,341.0,Terdaftar,2018.0,34818978.0,504000000.0,341.0
UD. Vita Brata,Kesehatan,56.0,9.0,5631872.0,21049885.0,Website Sendiri,226.0,Belum Terdaftar,2007.0,15418013.0,195000000.0,226.0
UD. Pandu Manunggal,Perdagangan,82.0,45.0,4717904.0,28260001.0,Website Sendiri,319.0,Terdaftar,2013.0,23542097.0,381000000.0,319.0
UD. Taufan Wisesa Ulfa,Jasa,45.0,97.0,6666012.0,10298788.999999998,Lazada,770.0,Terdaftar,2015.0,3632777.0,426000000.0,770.0
UD. Iqra Utama,Kesehatan,57.0,96.0,5274171.0,18702697.0,Lazada,304.0,Terdaftar,2020.0,13428526.0,459000000.0,304.0
UD. Rafif Bagaskara Andi,Perdagangan,55.0,25.0,6629457.6,2908660.0,Website Sendiri,765.0,Belum Terdaftar,2009.0,-5799787.0,240000000.0,765.0
UD. Hilmiyah Mandiri,Jasa,14.0,47.0,1385929.0,42801746.0,Lazada,360.0,Belum Terdaftar,2020.0,41415817.0,183000000.0,360.0
UD. Nindy Galuh,Pendidikan,94.0,47.0,4286715.0,39959413.0,Tokopedia,179.0,Terdaftar,2020.0,35672698.0,423000000.0,179.0
UD. Yusuf Lintang,Jasa,60.0,12.0,2733730.0,9184511.0,Tokopedia,39.0,Belum Terdaftar,2022.0,6450781.0,216000000.0,39.0
UD. Eren Suryaatmaja,Pendidikan,15.0,29.0,7890827.0,40649738.0,Tokopedia,179.0,Terdaftar,2024.0,32758911.0,132000000.0,179.0
UD. Hendra Jaya,Perdagangan,45.0,95.0,6639589.0,35777000.0,Website Sendiri,570.0,Terdaftar,2016.0,29137411.0,420000000.0,570.0
UD. Opik Wijaksana,Jasa,70.0,96.0,1950180.0,42264528.0,Website Sendiri,626.0,Terdaftar,2017.0,40314348.0,498000000.0,626.0
UD. Uli Radhitya Pasha,Jasa,34.0,69.0,6254110.0,22542526.0,Bukalapak,863.0,Belum Terdaftar,2023.0,16288416.0,309000000.0,863.0
UD. Wenda Panuluh,Jasa,92.0,99.0,1029174.0,5898412.0,Shopee,664.0,Belum Terdaftar,2007.0,4869238.0,573000000.0,664.0
UD. Yoga Galang,Pendidikan,65.0,65.0,1819503.0,13348251.0,Lazada,864.0,Terdaftar,2010.0,11528748.0,390000000.0,864.0
UD. Halim Tejakencana,Jasa,56.0,6.0,7530791.0,39262402.0,Website Sendiri,363.0,Terdaftar,2003.0,31731611.0,186000000.0,363.0
UD. Bella Mulya,Perdagangan,33.0,55.0,5276301.0,3727904.0,Bukalapak,564.0,Belum Terdaftar,2018.0,-1548397.0,264000000.0,564.0
UD. Anang Jatinagara,Jasa,98.0,29.0,1464234.0,10502713.999999998,Shopee,428.0,Terdaftar,2016.0,9038480.0,381000000.0,428.0
UD. Vito Asri,Perdagangan,30.0,54.0,4369767.0,41089338.0,Tokopedia,93.0,Terdaftar,2001.0,36719571.0,252000000.0,93.0
UD. Khalid Sejahtera,Jasa,11.0,89.0,5001566.0,34598263.0,Lazada,508.0,Terdaftar,2002.0,29596697.0,300000000.0,508.0
UD. Sinta Sukadarma Gracia,Perusahaan,64.0,88.0,4724162.0,36935610.0,Website Sendiri,563.0,Belum Terdaftar,2018.0,32211448.0,456000000.0,563.0
UD. Wulan Taruna,Perdagangan,46.0,32.0,4271668.0,47319897.0,Bukalapak,870.0,Terdaftar,2016.0,43048229.0,234000000.0,870.0
UD. Asep Haji,Kesehatan,92.0,41.0,3673319.0,24413399.0,Tokopedia,613.0,Terdaftar,2019.0,18292101.0,399000000.0,613.0
UD. Najwa Rejo,Perdagangan,64.0,5.0,2143408.9999999995,39074009.0,Shopee,978.0,Terdaftar,2015.0,36930600.0,207000000.0,978.0
UD. Abel Swargaloka,Perdagangan,0.0,16.0,1032345.0000000005,42274182.0,Bukalapak,425.0,Belum Terdaftar,2004.0,41241837.0,21000000.0,425.0
UD. Owen Praja Weni,Jasa,78.0,72.0,3916729.0,41509259.0,Shopee,593.0,Belum Terdaftar,2001.0,37592530.0,450000000.0,593.0
UD. Damar Naraya,Jasa,66.0,74.0,2621235.0,32669944.0,Website Sendiri,57.0,Belum Terdaftar,2023.0,30048709.0,420000000.0,57.0
UD. Valen Sudharmo,Pendidikan,13.0,87.0,2098232.0,37054763.0,Bukalapak,470.0,Terdaftar,2006.0,34956531.0,300000000.0,470.0
UD. Eni Merdeka,Pendidikan,53.0,69.0,4132337.0,49611619.0,Tidak Ada,875.0,Terdaftar,2006.0,45479282.0,366000000.0,875.0
UD. Daffa Sasmita,Kesehatan,9.0,37.8,7883503.0,6860368.0,Tokopedia,248.0,Terdaftar,2008.0,-1023135.0,144000000.0,248.0
UD. Oki Manik Kiki,Pendidikan,66.0,55.0,911892.0,38893086.0,Bukalapak,674.0,Terdaftar,2013.0,37981194.0,363000000.0,674.0
UD. Nazar Kamajaya,Kesehatan,83.0,79.0,4082380.0,17361233.0,Website Sendiri,212.0,Belum Terdaftar,2015.0,13278853.0,486000000.0,212.0
UD. Odie Panji,Pendidikan,49.0,16.0,4589869.0,5764255.0,Website Sendiri,265.0,Belum Terdaftar,2011.0,1174386.0,195000000.0,265.0
UD. Jay Trisula,Pendidikan,99.0,87.0,7170726.0,4907905.0,Shopee,545.0,Terdaftar,2023.0,-2262821.0,558000000.0,543.6
UD. Yaniar Sudarsana,Perdagangan,90.0,6.0,9530309.0,6173743.0,Shopee,461.0,Terdaftar,2017.0,-3356566.0,288000000.0,461.0
UD. Wesly Kencana,Kesehatan,35.0,39.0,1762677.9999999995,21314918.0,Lazada,812.0,Belum Terdaftar,2007.0,19552240.0,222000000.0,812.0
UD. Kiki Arya Laras,Perusahaan,10.0,57.0,4747800.0,37644237.0,Website Sendiri,429.0,Belum Terdaftar,2014.0,32896437.0,201000000.0,429.0
UD. Jay Cerah,Perusahaan,2.0,61.0,3969392.0,42621363.0,Website Sendiri,203.0,Terdaftar,2016.0,38651971.0,189000000.0,203.0
UD. Delia Harapan,Perdagangan,87.0,90.0,9504972.0,33466094.0,Website Sendiri,231.0,Belum Terdaftar,2011.0,23961122.0,531000000.0,231.0
UD. Berlian Atma,Perdagangan,38.0,73.0,2903420.0,47967433.0,Tokopedia,689.0,Belum Terdaftar,2010.0,45064013.0,333000000.0,689.0
UD. Qanitah Sukadarma,Perdagangan,9.0,53.0,4474849.0,4089206.0,Tokopedia,207.0,Terdaftar,2011.0,-385643.0,186000000.0,207.0
UD. Miko Bratadikara,Jasa,89.0,8.0,3324657.0,38273819.0,Website Sendiri,755.0,Terdaftar,2024.0,34949162.0,291000000.0,755.0
UD. Melati Wijapranata,Pendidikan,50.0,50.0,8149315.0,47617751.0,Tokopedia,634.0,Belum Terdaftar,2009.0,39468436.0,300000000.0,634.0
UD. Bagas Kusen,Pendidikan,31.0,9.0,3490775.0,44254517.0,Website Sendiri,784.0,Terdaftar,2002.0,40763742.0,120000000.0,784.0
UD. Yuli Wiyata,Perdagangan,51.0,48.0,4714496.0,12122337.0,Shopee,61.0,Terdaftar,2006.0,7407841.0,297000000.0,61.0
UD. Hesti Pancasila,Jasa,71.0,29.0,1856350.0000000005,21175536.0,Shopee,854.0,Belum Terdaftar,2004.0,19319186.0,300000000.0,854.0
UD. Zulfa Persada Yusuf,Kesehatan,46.0,8.0,4362913.0,32917374.0,Tokopedia,820.0,Belum Terdaftar,2019.0,28554461.0,162000000.0,820.0
UD. Vina Lintang,Jasa,12.0,45.0,2747310.0,25443656.0,Shopee,733.0,Terdaftar,2005.0,22696346.0,171000000.0,733.0
UD. Mila Adhi,Pendidikan,66.0,25.0,7677483.0,2540782.0,Shopee,910.0,Terdaftar,2007.0,-5136701.0,273000000.0,910.0
UD. Qais Madusari,Kesehatan,52.0,63.0,3268771.0,8586524.0,Lazada,772.0,Terdaftar,2004.0,5317753.0,345000000.0,772.0
UD. Taufan Padi Bagir,Pendidikan,52.0,33.0,9889609.0,33800940.0,Lazada,417.0,Belum Terdaftar,2024.0,23911331.0,255000000.0,417.0
UD. Pipit Resaputra,Perdagangan,14.0,98.0,3030334.0,25037608.0,Website Sendiri,51.0,Terdaftar,2008.0,22007274.0,336000000.0,51.0
UD. Jibril Wisesa,Perusahaan,52.0,26.0,984516.0,19160547.0,Bukalapak,555.0,Terdaftar,2023.0,18176031.0,234000000.0,555.0
UD. Nindy Madani,Perdagangan,84.0,83.0,5444813.0,3502280.0,Bukalapak,480.0,Terdaftar,2012.0,-1942533.0,501000000.0,480.0
UD. Bulan Trisudira,Perdagangan,41.0,87.0,6537573.0,27616558.0,Lazada,338.0,Belum Terdaftar,2013.0,21078985.0,384000000.0,338.0
UD. Pandu Cendana,Kesehatan,28.0,26.0,4532810.0,6161610.0,Website Sendiri,520.0,Terdaftar,2010.0,1628800.0,162000000.0,520.0
UD. Eddy Sangkala,Kesehatan,46.0,40.0,9136386.0,23331476.0,Lazada,803.0,Terdaftar,2017.0,14195090.0,258000000.0,803.0
UD. Vita Baswara,Kesehatan,90.0,82.0,2820273.0,19205644.0,Shopee,739.0,Terdaftar,2013.0,16385371.0,516000000.0,739.0
UD. Fanny Wacana,Perdagangan,29.0,17.0,2962513.0,7290288.0,Website Sendiri,347.0,Terdaftar,2020.0,4327775.000000002,138000000.0,347.0
UD. Qasya Panji,Perdagangan,13.0,49.0,2173213.9999999995,24672290.0,Website Sendiri,941.0,Belum Terdaftar,2023.0,22499076.0,186000000.0,941.0
UD. Sella Siang,Jasa,78.0,42.0,6244780.0,16866172.0,Bukalapak,282.0,Belum Terdaftar,2005.0,10621392.0,360000000.0,282.0
UD. Hilmiyah Jayaningrat,Pendidikan,58.0,40.0,9286699.0,36329262.0,Bukalapak,264.0,Belum Terdaftar,2002.0,27042563.0,294000000.0,264.0
UD. Krisna Mandala Dewi,Pendidikan,63.0,75.0,8576550.0,15769092.0,Bukalapak,718.0,Terdaftar,2009.0,7192542.0,414000000.0,718.0
UD. Pasha Widjaja,Perusahaan,43.0,17.0,1432493.0,33379668.0,Tokopedia,527.0,Belum Terdaftar,2020.0,31947175.0,180000000.0,527.0
UD. Viera Jayaningrat,Perdagangan,13.0,60.0,8890344.0,48304963.0,Shopee,43.0,Belum Terdaftar,2008.0,39414619.0,219000000.0,43.0
UD. Vincent Tejakusuma,Perdagangan,24.0,71.0,2231845.9999999995,33567008.0,Shopee,318.0,Terdaftar,2008.0,31335162.0,285000000.0,318.0
UD. Shinta Wicaksana,Perusahaan,90.0,99.0,7897926.0,32060579.0,Shopee,616.0,Belum Terdaftar,2017.0,24162653.0,567000000.0,616.0
UD. Nadia Mahkota,Perusahaan,43.0,52.0,3737559.0,48341113.0,Shopee,174.0,Terdaftar,2001.0,44603554.0,285000000.0,174.0
UD. Hesti Saputrautama,Perdagangan,60.0,79.0,8553138.0,14320576.0,Shopee,669.0,Terdaftar,2017.0,5767437.999999998,417000000.0,669.0
UD. Willy Bratadikara,Perdagangan,1.0,52.0,5672801.0,20795391.0,Shopee,513.0,Terdaftar,2013.0,15122590.0,159000000.0,513.0
UD. Wira Rejo Ujang,Perdagangan,80.0,12.0,3392595.0,30037771.0,Tokopedia,963.0,Belum Terdaftar,2002.0,26645176.0,276000000.0,963.0
UD. Qanita Haji,Jasa,78.0,25.0,2512155.0,14261690.0,Website Sendiri,512.0,Belum Terdaftar,2004.0,11749535.0,309000000.0,512.0
UD. Halim Ratu,Pendidikan,90.0,89.0,6650583.0,39549108.0,Bukalapak,213.00000000000006,Belum Terdaftar,2009.0,32898525.0,537000000.0,213.0
UD. Zidan Anggrek,Pendidikan,73.0,55.0,9688237.0,29457019.0,Bukalapak,196.0,Belum Terdaftar,2013.0,19768782.0,384000000.0,196.0
UD. Uchie Sejahtera,Pendidikan,42.0,84.0,4296308.0,14566448.0,Bukalapak,660.0,Terdaftar,2022.0,10270140.0,378000000.0,660.0
UD. Pipit Adhi,Perdagangan,8.0,60.0,508797.0,13494334.0,Shopee,615.0,Belum Terdaftar,2011.0,12985537.0,204000000.0,615.0
UD. Dina Mahkota,Pendidikan,60.0,49.0,1120884.9999999995,36807485.0,Bukalapak,123.0,Terdaftar,2018.0,35686600.0,327000000.0,123.0
UD. Miko Bintang,Jasa,66.0,20.000000000000004,3886332.0,29498849.0,Tokopedia,561.0,Terdaftar,2016.0,25612517.0,258000000.0,561.0
UD. Asep Abadi,Perdagangan,23.0,7.0,1324983.0,4501397.0,Shopee,727.0,Terdaftar,2003.0,3176414.0,90000000.0,727.0
UD. Irma Asa,Jasa,64.0,96.0,6546657.0,42476977.0,Shopee,833.0,Belum Terdaftar,2006.0,35930320.0,480000000.0,833.0
UD. Novi Madani Silvi,Kesehatan,37.0,69.0,758738.0,26042504.0,Tokopedia,116.39999999999998,Terdaftar,2012.0,25283766.0,318000000.0,119.0
UD. Fatiah Sangga,Perdagangan,69.0,63.0,6764445.0,5201343.0,Website Sendiri,798.0,Terdaftar,2002.0,-1563102.0,396000000.0,798.0
UD. Qanita Tunggul,Pendidikan,4.0,49.0,1695365.0,47096812.0,Tokopedia,224.0,Terdaftar,2023.0,45401447.0,159000000.0,224.0
UD. Farhan Galuh,Jasa,67.0,1.0,2070513.9999999995,9370001.0,Tokopedia,621.0,Terdaftar,2019.0,7299487.0,204000000.0,621.0
UD. Gusti Wiraatmaja,Jasa,66.0,71.0,7851976.0,42474576.0,Tokopedia,718.0,Terdaftar,2009.0,34622600.0,411000000.0,718.0
UD. Miko Kencana,Pendidikan,29.0,69.0,7681456.0,29239974.0,Website Sendiri,541.8,Terdaftar,2010.0,21558518.0,294000000.0,503.0
UD. Salsa Asmaralaya,Pendidikan,99.0,5.0,8518471.0,26042401.0,Bukalapak,823.0,Terdaftar,2013.0,17523930.0,312000000.0,823.0
UD. Agus Selaras,Pendidikan,86.0,21.0,3706984.0,14502351.0,Tokopedia,332.0,Terdaftar,2024.0,10795367.0,321000000.0,332.0
UD. Zulfa Wiraatmaja,Pendidikan,61.0,88.0,9468037.0,40358904.0,Shopee,425.0,Belum Terdaftar,2018.0,30890867.0,447000000.0,425.0
